,Name,Sex,Date of Birth,Age,Height (inches),Weight (lb),Class Year,Major,School,"Grade in ""Intro to python""","Grade in ""Intro to Stats""",Final Data Science Grade
236,Lynn Jensen,1,2002-10-27,21,61.0,120,2024,St. Joseph's University,Computer Science & Engineering,Pass,"""79.6""",76.5
237,Devin Larsen,0,1998-10-19,25,65.0,155,2020,University of Florida,Computer Science & Engineering,A,"""78.2""",71.9
238,Jennifer Rogers,1,1993-02-26,30,63.0,105,2015,University of Nebraska,Computer Science & Engineering,Pass,"""96.0""",85.1
239,Jessica Freeman,1,2000-11-12,23,63.0,135,2022,MIT,Computer Science & Engineering,B,"""93.7""",92.2
240,Victoria Shaw,1,1998-08-07,25,66.0,130,2020,Michigan State University,Computer Science & Engineering,B,"""89.6""",100.0
241,Jeffrey Simpson,2,1996-01-21,27,,165,2018,University of Nebraska,Computer Science & Engineering,Pass,"""87.5""",83.8
242,Joshua Gonzales,2,1994-05-07,29,66.0,165,2016,Holy Cross College,Math,,"""78.9""",83.3
243,Kelly Myers,1,1994-10-24,29,64.0,130,2016,UCLA,Computer Science & Engineering,B,"""84.4""",79.7
244,Billy Spears,0,1998-01-01,25,68.0,140,2020,University of Illinois,Computer Science & Engineering,D,"""90.7""",81.8
245,Paul George,0,2003-04-26,20,,165,2025,University of Florida,Computer Science & Engineering,C,"""81.4""",80.5
246,Jamie Walton,1,1997-12-17,26,64.0,120,2019,Purdue,Theology,,"""75.4""",90.5
247,Scott Duncan,0,2002-06-07,21,69.0,150,2024,University of Nebraska,Theology,,"""94.2""",83.7
248,Jordan Elliott,0,1999-07-14,24,66.0,155,2021,Duke University,Theology,A,"""86.2""",79.8
249,Danielle Cuevas,1,1995-12-15,28,60.0,100,2017,UCLA,Computer Science & Engineering,C,"""93.3""",92.3
250,Theresa Stewart,2,1992-09-17,31,165.0,145,2014,Marquette University,ACMS,,"""88.8""",77.2
251,Joseph Mckay,2,1993-12-19,30,70.0,175,2015,University of Notre Dame,Computer Science & Engineering,A,"""93.1""",81.0
252,Ashley Green,2,1997-10-28,26,175.0,165,2019,USC,Electrical Engineering,B,"""82.3""",85.6
253,Ashley Mcguire,1,1994-03-22,29,60.0,120,2016,Holy Cross College,Computer Science & Engineering,B,"""88.3""",80.9
254,Kimberly Reynolds,1,1997-03-17,26,60.0,110,2019,University of Wisconsin,Computer Science & Engineering,B,"""84.0""",84.1
255,Briana Clark,1,2003-06-26,20,64.0,135,2025,UMBC,Computer Science & Engineering,Fail,"""73.6""",74.9
256,William Gonzalez,0,1996-03-07,27,64.0,160,2018,University of Michigan (boo),Theology,B,"""85.2""",92.1
257,Christopher Black,0,1997-06-26,26,66.0,165,2019,Holy Cross College,Computer Science & Engineering,C,"""100.0""",79.1
258,Brian Williams,2,1999-01-02,24,69.0,160,2021,MIT,Computer Science & Engineering,B,"""97.6""",86.1
259,Erica Gallagher,1,1995-07-14,28,64.0,120,2017,Brown University,Computer Science & Engineering,D,"""83.9""",74.3
260,Mackenzie Gibbs,2,2003-10-26,20,70.0,150,2025,University of Florida,Math,,"""84.5""",83.5
261,Christopher Collins,0,1998-05-27,25,69.0,150,2020,University of Nebraska,Computer Science & Engineering,Pass,"""80.5""",86.4
262,Katherine Mcdaniel,2,1999-07-23,24,65.0,130,2021,University of Michigan (boo),Math,,"""88.2""",90.4
263,Vanessa Warner,2,1994-06-22,29,69.0,145,2016,UCLA,Computer Science & Engineering,C,"""90.3""",80.7
264,Danielle Dawson,1,1999-02-12,24,61.0,100,2021,USC,Computer Science & Engineering,C,"""83.3""",86.4
265,Brad Williams,0,2001-05-29,22,72.0,160,2023,Holy Cross College,Computer Science & Engineering,A,"""76.6""",81.1
266,Tracy Smith,1,2003-12-27,20,62.0,125,2025,University of Florida,Computer Science & Engineering,A,"""77.4""",100.0
267,Mike Novak,0,2001-12-26,22,69.0,155,2023,Holy Cross College,Computer Science & Engineering,B,"""80.5""",83.7
268,William Soto,0,2003-08-07,20,72.0,160,2025,University of Michigan (boo),Computer Science & Engineering,C,"""83.0""",85.7
269,Gavin Gonzalez,0,2003-03-24,20,67.0,145,2025,University of Florida,Computer Science & Engineering,D,"""94.8""",93.2
270,Rebecca Jones,1,2003-10-18,20,63.0,135,2025,University of Illinois,ACMS,,"""84.0""",96.4
271,Linda Clark,1,2001-01-27,22,65.0,140,2023,University of Michigan (boo),Computer Science & Engineering,C,"""68.1""",87.8
272,Martha Richards,2,1996-09-07,27,61.0,100,2018,University of Wisconsin,Computer Science & Engineering,D,"""85.0""",84.9
273,Jacob Torres,0,1999-08-10,24,70.0,165,2021,University of Florida,Computer Science & Engineering,B,"""93.7""",77.3
274,Kathy Perry,1,1994-10-13,29,62.0,130,2016,St. Joseph's University,Computer Science & Engineering,Pass,"""92.5""",84.0
275,Megan Lopez,2,1995-01-29,28,70.0,155,2017,St. Joseph's University,Theology,,"""81.2""",85.4
276,Susan Pearson,1,1994-10-20,29,61.0,110,2016,University of Notre Dame,Computer Science & Engineering,A,"""81.7""",79.2
277,Ricky Mullins,0,1995-10-11,28,70.0,175,2017,University of Illinois,Computer Science & Engineering,C,"""97.5""",86.6
278,Erin Perkins,1,1998-07-17,25,65.0,130,2020,UMBC,Computer Science & Engineering,Pass,"""78.3""",88.8
279,Patricia Reed,2,2002-08-31,21,68.0,145,2024,Michigan State University,Computer Science & Engineering,D,"""83.3""",83.1
280,Corey Evans,0,2001-03-04,22,,155,2023,Duke University,Math,,"""90.9""",81.2
281,Brittany Hayes,1,2002-03-04,21,63.0,115,2024,Marquette University,Theology,,"""67.0""",81.6
282,Robert Evans,2,1993-02-26,30,66.0,135,2015,Duke University,Math,,"""81.6""",83.7
283,Karen Brown,1,1995-09-07,28,62.0,135,2017,Stanford University,Computer Science & Engineering,F,"""75.4""",68.1
284,Daniel Henry,0,2002-09-06,21,68.0,160,2024,University of Notre Dame,Math,,"""81.7""",92.9
285,Beth Tran,2,1992-10-09,31,160.0,115,2014,University of Illinois,Computer Science & Engineering,B,"""80.2""",66.7
286,Brandon Kelley,2,1995-11-08,28,71.0,160,2017,University of Nebraska,Computer Science & Engineering,Pass,"""90.7""",83.5
287,Daniel Sanders,0,2002-06-17,21,,185,2024,Harvard University,Computer Science & Engineering,D,"""74.3""",80.4
288,Lisa Wade,1,1997-05-28,26,64.0,115,2019,Marquette University,Computer Science & Engineering,Pass,"""83.1""",86.1
289,Angela May,1,1998-11-09,25,66.0,115,2020,University of Michigan (boo),Computer Science & Engineering,C,"""82.0""",84.5
290,Elijah Smith,0,2002-07-25,21,68.0,160,2024,UCLA,Computer Science & Engineering,B,"""82.0""",84.4
291,Brittany Parrish,1,1993-12-12,30,63.0,120,2015,Duke University,Math,D,"""96.9""",87.2
292,Scott Jenkins,0,1998-07-22,25,68.0,140,2020,University of Michigan (boo),Theology,,"""98.0""",82.8
293,Sherri Smith,1,2002-09-07,21,64.0,135,2024,Harvard University,Computer Science & Engineering,B,"""80.2""",90.3
294,Jason Brown,0,1997-09-25,26,67.0,145,2019,University of Notre Dame,Electrical Engineering,A,"""76.6""",87.3
295,Cynthia Velazquez,1,1996-02-29,27,66.0,125,2018,St. Joseph's University,Computer Science & Engineering,Fail,"""100""",82.3
296,Jamie Vaughan,1,1997-09-01,26,62.0,120,2019,Michigan State University,Computer Science & Engineering,A,"""93.1""",77.9
297,Tiffany Wilson,2,1997-07-01,26,68.0,155,2019,University of Michigan (boo),Computer Science & Engineering,A,"""72.3""",78.0
298,Ryan Mata,2,2000-06-27,23,69.0,175,2022,St. Joseph's University,Computer Science & Engineering,Pass,"""87.8""",90.0
299,Anthony Moreno,0,1997-03-29,26,65.0,145,2019,MIT,Computer Science & Engineering,D,"""77.4""",100.0
300,Danielle Williams,2,2002-03-31,21,,155,2024,University of Wisconsin,Computer Science & Engineering,B,"""74.2""",97.2
301,Barbara Hall,2,1996-07-04,27,65.0,140,2018,University of Notre Dame,Computer Science & Engineering,A,"""88.8""",77.8
302,Christine Bryant,1,1998-01-13,25,64.0,135,2020,University of Alabama,Math,,"""88.6""",82.8
303,Diane Sanchez,1,2001-12-01,22,66.0,140,2023,St. Joseph's University,Computer Science & Engineering,Pass,"""83.7""",87.7
304,Jonathan Contreras,2,2003-02-27,20,67.0,165,2025,St. Joseph's University,Computer Science & Engineering,Pass,"""70.7""",94.0
305,Michaela Cook,1,2003-10-01,20,62.0,135,2025,MIT,Computer Science & Engineering,D,"""90.0""",73.6
306,Norman Henderson,0,1997-05-26,26,71.0,155,2019,UMBC,Theology,,"""87.8""",69.2
307,Jennifer Roberts,1,1998-11-02,25,60.0,120,2020,Harvard University,Computer Science & Engineering,B,"""83.3""",94.8
308,Jennifer Vang,2,1993-01-13,30,70.0,160,2015,University of Alabama,Computer Science & Engineering,F,"""84.5""",73.4
309,Donna Reyes,2,2001-05-12,22,66.0,150,2023,Michigan State University,Computer Science & Engineering,F,"""88.2""",82.6
310,James Brock,0,2000-11-21,23,67.0,140,2022,University of Michigan (boo),Electrical Engineering,,"""87.2""",82.6
311,James Clayton,2,2001-09-08,22,67.0,170,2023,Stanford University,Computer Science & Engineering,B,"""87.2""",82.1
312,Connie Taylor,1,2003-07-13,20,62.0,105,2025,Holy Cross College,Computer Science & Engineering,A,"""87.7""",79.2
313,Edwin Thompson,0,1992-04-09,31,67.0,140,2014,University of Alabama,Computer Science & Engineering,B,"""77.5""",83.6
314,Ashley Romero,1,1995-11-14,28,66.0,130,2017,St. Joseph's University,Computer Science & Engineering,Pass,"""93.3""",84.8
315,Jorge Morales,0,2003-05-12,20,,165,2025,University of Illinois,Math,C,"""77.1""",81.6
316,Susan Pugh,1,1996-10-25,27,62.0,120,2018,Duke University,Computer Science & Engineering,D,"""80.7""",83.2
317,Courtney Johnson,2,2002-07-22,21,70.0,175,2024,USC,Theology,,"""70.0""",85.0
318,Jorge Owens,0,1992-11-03,31,70.0,160,2014,Harvard University,Computer Science & Engineering,D,"""77.0""",93.7
319,Amy Taylor,1,2000-06-03,23,59.0,105,2022,Stanford University,Math,A,"""89.8""",78.1
320,Gregory Patel,0,2000-02-06,23,67.0,170,2022,Michigan State University,ACMS,,"""96.9""",93.3
321,Matthew Roy,2,1999-12-20,24,63.0,115,2021,Harvard University,Computer Science & Engineering,B,"""100""",93.3
322,Derrick Marsh,2,1993-09-10,30,67.0,150,2015,Brown University,Theology,,"""70.1""",91.5
323,Lawrence Mcdonald,0,1999-08-16,24,,180,2021,University of Nebraska,Computer Science & Engineering,Pass,"""86.7""",76.4
324,Maria House,1,1996-07-23,27,68.0,120,2018,University of Notre Dame,Computer Science & Engineering,B,"""93.8""",94.9
325,Connie Bailey,1,2002-10-14,21,63.0,105,2024,Stanford University,Computer Science & Engineering,A,"""81.8""",83.0
326,Erica Thomas,1,2001-10-18,22,65.0,140,2023,Holy Cross College,Computer Science & Engineering,B,"""91.5""",91.3
327,Eric Huerta,0,1997-10-16,26,67.0,160,2019,University of Florida,Computer Science & Engineering,A,"""83.6""",100.0
328,Joseph Warner,0,1992-12-09,31,68.0,145,2014,USC,Computer Science & Engineering,B,"""81.6""",89.0
329,David Vasquez,0,1995-01-09,28,68.0,155,2017,Harvard University,Theology,,"""88.2""",82.8
330,Scott Benson,0,2001-02-11,22,70.0,170,2023,Holy Cross College,Theology,,"""79.7""",92.1
331,Erin Murphy,2,1998-05-27,25,60.0,125,2020,University of Illinois,Electrical Engineering,,"""86.2""",93.3
332,Rodney Hall,2,1994-12-04,29,170.0,155,2016,University of Alabama,Electrical Engineering,,"""87.4""",87.5
333,David Marshall,0,1997-11-05,26,68.0,150,2019,USC,Computer Science & Engineering,B,"""74.9""",88.0
334,Martha Mitchell,1,2001-09-17,22,63.0,135,2023,Stanford University,Computer Science & Engineering,B,"""85.0""",90.1
335,Brian Hernandez,0,1995-07-13,28,70.0,145,2017,UMBC,Computer Science & Engineering,Fail,"""82.8""",75.8
336,Ashley Hughes,1,1992-02-09,31,65.0,125,2014,USC,ACMS,,"""92.5""",78.7
337,Christina Porter,2,1998-06-02,25,165.0,145,2020,Harvard University,Computer Science & Engineering,A,"""71.4""",77.9
338,Deborah Holland,1,1992-05-28,31,64.0,110,2014,University of Illinois,ACMS,,"""87.0""",82.0
339,Michael Rogers,0,1999-03-03,24,66.0,165,2021,University of Notre Dame,ACMS,,"""77.7""",78.9
340,Emily Newton,1,1997-10-12,26,62.0,120,2019,UCLA,Electrical Engineering,,"""87.9""",83.4
341,Eric Johnson,0,1994-09-20,29,70.0,150,2016,Marquette University,Computer Science & Engineering,Pass,"""99.2""",84.1
342,Kim Thomas,2,1995-07-26,28,65.0,140,2017,Stanford University,Math,C,"""84.9""",81.2
343,Heather Lin,1,1992-09-14,31,62.0,120,2014,MIT,Electrical Engineering,,"""84.1""",75.9
344,Christopher Thomas,0,1995-03-28,28,68.0,155,2017,University of Florida,Computer Science & Engineering,C,"""80.0""",96.7
345,Manuel Young,0,1993-09-08,30,66.0,155,2015,UMBC,Computer Science & Engineering,Fail,"""80.8""",88.7
346,William Jones,0,1999-04-27,24,69.0,170,2021,Purdue,Theology,,"""92.9""",83.9
347,Johnny Walker,2,1994-05-21,29,175.0,175,2016,University of Wisconsin,ACMS,,"""92.8""",89.9
348,Michele Mccormick,1,1993-06-20,30,65.0,110,2015,University of Florida,Computer Science & Engineering,D,"""83.6""",81.6
349,Sandra Sellers,2,1998-12-01,25,70.0,160,2020,UCLA,Computer Science & Engineering,F,"""78.8""",84.6
350,Russell Park,0,1994-04-21,29,71.0,180,2016,University of Nebraska,Computer Science & Engineering,Pass,"""91.8""",75.5
351,Jeff Greene,0,1994-09-13,29,68.0,145,2016,St. Joseph's University,Computer Science & Engineering,Pass,"""86.8""",86.6
352,Julie Anderson,1,1994-01-02,29,64.0,115,2016,UMBC,Computer Science & Engineering,Pass,"""95.0""",98.3
353,Caleb Garcia,2,1992-01-07,31,157.0,110,2014,MIT,Theology,,"""72.2""",83.1
354,Michael Lopez,0,1993-04-21,30,65.0,140,2015,University of Alabama,Computer Science & Engineering,A,"""95.0""",79.4
355,Antonio Myers,0,1998-03-07,25,72.0,180,2020,Holy Cross College,Computer Science & Engineering,B,"""90.0""",85.3
356,Benjamin Weber,2,1994-09-08,29,71.0,165,2016,St. Joseph's University,Computer Science & Engineering,Pass,"""84.1""",81.1
357,Virginia Reynolds,2,1999-04-28,24,175.0,150,2021,USC,Computer Science & Engineering,A,"""81.9""",74.7
358,Robert Jackson,0,1992-03-14,31,72.0,170,2014,MIT,Computer Science & Engineering,C,"""75.9""",80.7
359,Debra Ruiz,1,1994-03-25,29,63.0,110,2016,Brown University,Computer Science & Engineering,C,"""91.0""",93.9
360,Jordan Jones,2,1997-07-25,26,62.0,135,2019,Purdue,Computer Science & Engineering,A,"""75.1""",71.5
361,Ryan Schmidt,0,1998-12-28,25,69.0,145,2020,University of Wisconsin,Math,A,"""64.6""",89.4
362,Robert Ballard,0,1999-02-20,24,66.0,140,2021,University of Florida,Computer Science & Engineering,B,"""92.3""",91.8
363,Allison Smith,1,1998-12-05,25,61.0,110,2020,Purdue,ACMS,,"""82.0""",79.8
364,Kurt White,0,1996-02-24,27,68.0,165,2018,Stanford University,Electrical Engineering,,"""83.5""",79.1
365,Anthony Navarro,0,1992-04-29,31,68.0,150,2014,Holy Cross College,Computer Science & Engineering,D,"""91.0""",89.4
366,Stephanie Williams,2,1996-02-29,27,66.0,135,2018,Marquette University,Computer Science & Engineering,Pass,"""86.2""",86.8
367,Christine James,1,1997-10-05,26,68.0,135,2019,University of Wisconsin,Computer Science & Engineering,A,"""78.7""",80.1
368,Kaitlyn Bradshaw,1,1992-08-03,31,67.0,140,2014,Brown University,Math,,"""84.3""",85.7
369,Amy Grant,2,1999-03-04,24,65.0,130,2021,University of Alabama,Computer Science & Engineering,A,"""86.0""",78.1
370,Randy Watson,0,1992-11-12,31,65.0,150,2014,Duke University,Math,,"""75.0""",79.8
371,Brett Smith,0,1992-06-22,31,72.0,165,2014,University of Alabama,Computer Science & Engineering,D,"""86.4""",88.5
372,Amy Martinez,1,1998-10-31,25,63.0,120,2020,Marquette University,Computer Science & Engineering,Pass,"""79.3""",85.1
373,Catherine Lopez,1,1999-02-21,24,63.0,105,2021,Marquette University,Computer Science & Engineering,Pass,"""90.9""",85.4
374,Chad Pittman,0,2001-08-04,22,72.0,150,2023,Michigan State University,Computer Science & Engineering,F,"""88.6""",86.1
375,Melanie Taylor,1,1992-02-16,31,64.0,115,2014,Holy Cross College,Computer Science & Engineering,A,"""91.0""",95.6
376,Michelle Cook,2,2002-06-17,21,63.0,135,2024,Holy Cross College,Computer Science & Engineering,A,"""88.1""",81.2
377,Diane Davis,1,1996-02-01,27,63.0,110,2018,University of Florida,ACMS,,"""79.6""",93.1
378,Beverly Hall,1,2002-10-26,21,66.0,140,2024,University of Notre Dame,Computer Science & Engineering,A,"""75.8""",81.1
379,Peter Mata,2,2001-03-17,22,175.0,150,2023,Brown University,Computer Science & Engineering,C,"""89.8""",83.7
380,Stephen Mclaughlin,0,2000-02-22,23,70.0,145,2022,University of Alabama,ACMS,,"""87.4""",78.2
381,Matthew Gibson,2,2001-12-23,22,64.0,105,2023,University of Florida,Computer Science & Engineering,B,"""80.0""",64.9
382,James Jimenez,2,1999-01-30,24,177.0,165,2021,St. Joseph's University,Electrical Engineering,,"""79.4""",79.8
383,Shane Frederick,2,1994-05-19,29,62.0,120,2016,University of Illinois,Theology,,"""87.1""",83.2
384,Courtney Wright,2,1994-02-08,29,167.0,135,2016,Brown University,Computer Science & Engineering,A,"""88.1""",83.5
385,Anna Conway,1,2003-11-10,20,64.0,115,2025,Duke University,Computer Science & Engineering,A,"""76.9""",77.6
386,Amy Jones,1,1993-01-05,30,65.0,140,2015,University of Notre Dame,Theology,,"""87.3""",83.5
387,Justin Williams,2,2001-08-09,22,61.0,110,2023,MIT,Electrical Engineering,,"""92.8""",84.6
388,Timothy Davidson,0,2002-04-08,21,66.0,140,2024,University of Illinois,Math,B,"""81.4""",86.1
389,Jennifer Dixon,1,2002-01-07,21,64.0,125,2024,UMBC,Computer Science & Engineering,Pass,"""79.0""",92.6
390,Allison Barry,1,1996-08-05,27,65.0,130,2018,Purdue,Theology,,"""89.7""",87.0
391,Laura Vang,1,1994-01-05,29,63.0,125,2016,Marquette University,Computer Science & Engineering,Pass,"""80.6""",84.1
392,Olivia Snow,1,2002-04-06,21,63.0,120,2024,Purdue,Computer Science & Engineering,D,"""73.0""",77.6
393,Anna Salazar,2,1997-01-20,26,68.0,165,2019,Stanford University,Computer Science & Engineering,D,"""90.8""",71.8
394,Dawn Yates,1,1992-08-12,31,59.0,105,2014,Marquette University,Math,Pass,"""77.2""",82.7
395,William Clay,2,1999-05-10,24,70.0,160,2021,St. Joseph's University,Computer Science & Engineering,Pass,"""81.4""",88.6
396,William Goodman,2,1998-11-24,25,68.0,155,2020,Stanford University,Computer Science & Engineering,B,"""94.6""",88.8
397,Roberta Nichols,2,1998-03-18,25,68.0,145,2020,UCLA,Computer Science & Engineering,F,"""80.3""",91.2
398,Andrew Delacruz,0,1994-10-29,29,65.0,165,2016,Marquette University,Computer Science & Engineering,Pass,"""94.9""",89.4
399,Meredith Doyle,1,1996-08-20,27,63.0,135,2018,MIT,Computer Science & Engineering,B,"""84.3""",79.5
400,Todd Marshall,0,1997-12-01,26,66.0,140,2019,Duke University,Computer Science & Engineering,C,"""77.6""",85.2
401,Aaron Bruce,2,2003-05-21,20,63.0,140,2025,University of Notre Dame,ACMS,,"""84.1""",89.6
402,Nicholas Chang,0,1992-06-22,31,67.0,140,2014,Stanford University,Computer Science & Engineering,D,"""71.1""",87.3
403,Sean Duncan,2,1994-01-28,29,70.0,150,2016,Duke University,ACMS,,"""85.0""",96.8
404,Stephanie Cox,2,1992-06-21,31,64.0,125,2014,Purdue,Computer Science & Engineering,B,"""87.5""",85.6
405,Jessica Powers,2,1996-04-10,27,70.0,155,2018,University of Michigan (boo),Computer Science & Engineering,A,"""92.5""",98.5
406,Deborah Davis,1,2001-03-25,22,62.0,115,2023,Harvard University,Computer Science & Engineering,F,"""93.8""",85.9
407,Helen Cherry,1,1992-08-20,31,63.0,135,2014,University of Notre Dame,Theology,B,"""76.5""",91.5
408,Amber Curry,1,2002-01-16,21,64.0,125,2024,UMBC,Computer Science & Engineering,Pass,"""76.7""",84.3
409,Kerry Richard,2,2001-08-06,22,66.0,135,2023,Marquette University,Computer Science & Engineering,Pass,"""93.2""",82.6
410,Tammy Sullivan,1,1995-11-27,28,62.0,115,2017,Holy Cross College,Theology,,"""91.6""",77.4
411,Andre Fitzgerald,0,1999-07-21,24,69.0,150,2021,University of Wisconsin,Computer Science & Engineering,B,"""84.9""",93.0
412,Rachel Weber,1,2002-10-16,21,63.0,115,2024,MIT,Computer Science & Engineering,B,"""88.4""",79.3
